qc_code,Id,LotFrontage,LotArea,BldgType,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice,Qual,Cond,Age
681210,train_2125,70,21780,2fmCon,1,1,6,1997,864,3,GasA,Y,1086,0,2008,150949.152965877,3A,6B,11
681210,train_2524,,12220,1Fam,1,1,7,1997,1768,2,GasA,Y,1640,0,2008,207688.406052747,3A,6B,11
681210,train_1111,50,4590,1Fam,2,0,6,1999,992,2,GasA,Y,1668,0,2007,163315.940292625,3A,6B,8
681210,train_4936,,2665,1Fam,3,0,9,2003,1040,3,GasA,Y,1869,0,2009,162739.95837756,3A,6B,6
681210,train_6421,,6820,Duplex,2,1,11,2003,1164,4,GasA,Y,334,0,2007,102641.205252911,3A,6B,4
681210,train_7779,82,6900,1Fam,1,0,7,2003,799,3,GasA,Y,1100,0,2006,123503.428030342,3A,6B,3
681210,test_4079,70,13006,Duplex,1,0,6,2003,866,1,GasA,Y,1718,0,2009,,3A,6B,6
681210,train_947,128,7800,1Fam,1,1,5,2004,742,2,GasA,Y,858,0,2006,84477.1445495199,3A,6B,2
681210,test_405,68,10603,1Fam,2,0,6,2004,870,1,GasA,Y,1489,0,2008,,3A,6B,4
681210,test_2435,,7227,2fmCon,1,1,7,2004,1153,2,GasA,Y,1080,0,2009,,3A,6B,5
681210,test_859,55,1526,1Fam,1,0,6,2005,1392,4,GasA,Y,1719,0,2010,,3A,6B,5
681210,train_8747,50,9873,1Fam,2,0,7,2006,1098,3,GasA,Y,1319,0,2010,158076.061555894,3A,6B,4
681210,test_3481,,9250,1Fam,1,1,5,2007,728,2,GasA,Y,1217,0,2010,,3A,6B,3
707033,train_3310,,6993,1Fam,1,1,6,1880,1496,3,GasA,Y,1214,0,2006,224581.73010304,8B,5B,126
707033,train_5704,70,7200,1Fam,1,0,6,1880,756,3,GasA,Y,1712,0,2006,176552.201072425,8B,5B,126
707033,train_8513,86,9800,1Fam,2,1,4,1882,941,4,GasA,Y,1111,0,2010,180661.98457019,8B,5B,128
707033,test_1572,65,9588,1Fam,2,1,3,1890,990,4,GasA,Y,2200,0,2006,,8B,5B,116
707033,train_6932,66,13478,1Fam,1,1,9,1892,1057,3,GasA,Y,1721,0,2009,162695.974736824,8B,5B,117
707033,test_3233,122,9150,2fmCon,2,0,6,1893,825,3,GasA,Y,1720,0,2008,,8B,5B,115
707033,train_1460,92,3951,1Fam,1,1,4,1900,848,2,GasA,N,2035,0,2008,221228.922660644,8B,5B,108
707033,train_3201,50,9018,1Fam,2,0,7,1900,1097,2,GasA,Y,1680,0,2007,197578.377794597,8B,5B,107
707033,train_4098,85,6897,1Fam,1,1,7,1900,848,3,GasA,Y,1756,0,2009,174494.268113023,8B,5B,109
707033,train_5548,100,17600,1Fam,2,0,6,1900,1392,2,GasA,Y,1225,0,2006,218437.604195673,8B,5B,106
707033,train_7861,52,12220,1Fam,2,1,8,1900,672,3,GasA,Y,1252,0,2007,187178.08680337,8B,5B,107
707033,train_8075,94,9100,1Fam,1,0,7,1900,1086,3,GasA,Y,720,0,2009,139234.455906449,8B,5B,109
707033,train_9602,63,9196,TwnhsE,3,0,10,1900,992,2,GasA,Y,1142,0,2007,158413.126902962,8B,5B,107
707033,test_3089,63,7226,1Fam,2,0,5,1900,1086,3,GasA,Y,1792,0,2007,,8B,5B,107
707033,test_4932,,4403,1Fam,1,0,8,1900,630,3,GasA,Y,1646,0,2008,,8B,5B,108
707033,test_131,91,6040,1Fam,2,0,6,1906,1021,3,GasA,Y,1739,0,2007,,8B,5B,101
707033,test_782,,8814,1Fam,2,0,7,1908,1324,3,GasA,Y,1039,0,2009,,8B,5B,101
707033,train_2769,50,8532,1Fam,2,0,7,1910,980,3,GasA,Y,1548,0,2009,186191.019339974,8B,5B,99
707033,train_2873,61,7244,TwnhsE,2,1,6,1910,970,4,GasA,Y,2414,0,2007,216022.849454917,8B,5B,97
707033,train_2910,107,12508,1Fam,2,0,5,1910,689,4,GasA,Y,1241,0,2009,165266.468825635,8B,5B,99
707033,train_3558,75,9600,TwnhsE,2,0,6,1910,1158,3,GasA,Y,2353,0,2009,262953.644725746,8B,5B,99
707033,train_5145,60,12137,1Fam,2,1,6,1910,1324,2,GasA,Y,848,0,2008,146843.491163762,8B,5B,98
707033,train_5683,75,10142,1Fam,1,0,6,1910,1845,3,GasA,Y,1968,0,2010,226494.358294012,8B,5B,100
707033,train_6126,120,1680,1Fam,2,0,5,1910,0,4,GasA,Y,1336,0,2006,157267.730732422,8B,5B,96
707033,train_7329,79,17104,1Fam,1,0,7,1910,1822,3,GasA,Y,1442,0,2008,242739.01232909,8B,5B,98
707033,train_7669,50,12354,1Fam,2,0,7,1910,530,2,GasA,Y,1034,0,2006,161399.68590734,8B,5B,96
707033,train_7704,65,11040,TwnhsE,2,1,8,1910,988,3,GasA,Y,1442,0,2010,189881.841720196,8B,5B,100
707033,train_7963,61,2280,Duplex,1,0,7,1910,1050,4,GasA,Y,1610,0,2007,181616.540434125,8B,5B,97
707033,train_8346,48,10800,1Fam,2,0,8,1910,1314,4,GasA,Y,1842,0,2008,200641.739509807,8B,5B,98
707033,train_8545,98,14585,1Fam,1,0,8,1910,952,2,GasA,Y,1620,0,2009,210359.817941705,8B,5B,99
707033,train_8567,,8730,1Fam,1,1,5,1910,1088,3,GasA,Y,980,0,2007,120066.801759933,8B,5B,97
707033,train_8990,47,7844,1Fam,1,0,5,1910,637,3,GasA,Y,858,0,2006,135262.123077519,8B,5B,96
707033,test_532,54,4426,Duplex,1,0,4,1910,625,4,GasA,Y,1324,0,2006,,8B,5B,96
707033,test_1919,93,13101,1Fam,2,1,5,1910,1588,2,GasA,Y,1616,0,2006,,8B,5B,96
707033,test_4656,60,7742,1Fam,1,1,5,1910,1262,2,GasA,Y,1959,0,2007,,8B,5B,97
707033,train_1873,50,8400,1Fam,1,0,6,1914,1105,3,GasA,Y,1363,0,2006,172367.66224769,8B,5B,92
707033,train_5952,60,5500,Duplex,1,1,11,1914,1092,3,GasA,Y,2452,0,2008,250450.218652396,8B,5B,94
707033,train_8030,101,8750,1Fam,2,1,5,1914,1041,3,GasA,Y,1501,0,2008,237113.950290421,8B,5B,94
707033,train_8882,80,11426,1Fam,2,1,7,1914,864,3,GasA,Y,1368,0,2009,191590.579897221,8B,5B,95
707033,train_675,65,7332,1Fam,2,1,7,1915,0,3,GasA,Y,1709,0,2010,145202.748723322,8B,5B,95
707033,train_857,,11200,TwnhsE,2,1,7,1915,1719,3,GasA,Y,1440,0,2006,236801.358313843,8B,5B,91
707033,train_3430,70,11050,1Fam,1,0,11,1915,716,5,GasA,Y,1742,0,2006,207559.374818345,8B,5B,91
707033,train_4351,73,12400,1Fam,2,0,6,1915,1050,3,GasA,Y,1728,0,2007,216839.325735813,8B,5B,92
707033,train_4957,,8800,1Fam,1,1,3,1915,901,3,GasA,Y,1728,0,2008,199970.362280368,8B,5B,93
707033,test_382,,8405,1Fam,1,0,8,1915,741,2,GasA,Y,1554,0,2008,,8B,5B,93
707033,test_2287,24,19900,1Fam,2,0,4,1915,1256,3,GasA,Y,1968,0,2008,,8B,5B,93
707033,train_3682,,10150,1Fam,2,1,6,1916,1225,3,GasA,Y,1110,0,2009,208944.283280404,8B,5B,93
707033,train_5163,84,25419,1Fam,2,0,5,1916,1626,2,GasA,Y,1922,0,2007,289582.572275927,8B,5B,91
707033,test_2260,67,10020,TwnhsE,2,0,9,1916,998,3,GasA,Y,2080,0,2007,,8B,5B,91
707033,test_3688,115,28698,1Fam,1,0,4,1916,561,2,GasA,Y,1163,0,2009,,8B,5B,93
707033,train_2095,38,11838,1Fam,2,1,6,1918,1522,3,GasA,Y,2062,0,2008,270857.171623364,8B,5B,90
707033,train_2903,60,10659,1Fam,2,0,4,1918,600,3,GasA,Y,1080,0,2008,126572.901702953,8B,5B,90
707033,train_5205,59,10793,TwnhsE,2,0,5,1918,1800,3,GasA,Y,2403,0,2009,310747.905823302,8B,5B,91
707033,train_8183,24,10264,Duplex,2,0,6,1918,1656,3,GasA,Y,1818,0,2008,186307.437078011,8B,5B,90
707033,test_21,70,11250,1Fam,1,1,9,1918,636,3,GasA,Y,2082,0,2008,,8B,5B,90
707033,train_6464,,4400,Duplex,1,1,4,1919,915,3,GasA,Y,1661,0,2009,156681.372136941,8B,5B,90
707033,train_8481,70,14331,1Fam,1,1,8,1919,1516,3,GasA,Y,1500,0,2008,217205.188924125,8B,5B,89
707033,train_293,,50271,1Fam,2,0,6,1920,1136,4,GasA,Y,1165,0,2009,211071.008079119,8B,5B,89
707033,train_451,70,10839,1Fam,2,0,5,1920,768,3,GasA,Y,1788,0,2007,189799.946190312,8B,5B,87
707033,train_2105,21,13346,1Fam,2,1,8,1920,1468,3,GasA,Y,928,0,2009,208667.751642146,8B,5B,89
707033,train_2601,65,9017,1Fam,1,0,8,1920,700,3,GasA,Y,1352,0,2006,150164.118015769,8B,5B,86
707033,train_4182,,9600,1Fam,1,0,6,1920,1728,2,GasA,Y,773,0,2007,237703.764135328,8B,5B,87
707033,train_4389,,7264,1Fam,2,0,6,1920,960,4,GasA,Y,1441,0,2008,204361.370981829,8B,5B,88
707033,train_5200,,7200,1Fam,1,0,5,1920,939,3,GasA,Y,1145,0,2008,170315.335619952,8B,5B,88
707033,train_5583,67,8530,1Fam,1,1,6,1920,1257,1,GasA,Y,1125,0,2008,152346.075820909,8B,5B,88
707033,train_6372,66,11700,1Fam,1,0,7,1920,847,3,GasA,Y,1337,0,2008,194970.834279093,8B,5B,88
707033,train_7613,100,14450,1Fam,1,1,6,1920,1122,4,GasA,Y,958,0,2009,167530.769268254,8B,5B,89
707033,train_8124,72,5500,1Fam,2,0,8,1920,882,3,GasA,Y,1452,0,2008,199633.397322303,8B,5B,88
707033,test_533,,3982,1Fam,1,0,9,1920,847,2,GasA,Y,2287,0,2009,,8B,5B,89
707033,test_1458,,10603,Twnhs,2,1,7,1920,1442,3,GasA,Y,1268,0,2007,,8B,5B,87
707033,test_4309,174,14230,1Fam,2,0,7,1920,1602,2,GasA,N,1928,0,2009,,8B,5B,89
707033,train_682,50,7750,1Fam,2,0,6,1922,644,4,GasA,Y,2320,0,2008,244741.143845623,8B,5B,86
707033,train_2656,74,25095,1Fam,2,0,4,1922,907,2,GasA,Y,1262,0,2007,199563.91140494,8B,5B,85
707033,train_8311,70,7879,1Fam,1,1,5,1922,1050,3,GasA,Y,1340,0,2008,176919.278923156,8B,5B,86
707033,train_9563,50,10175,1Fam,2,0,5,1922,1030,2,GasA,Y,1477,0,2008,177414.370995339,8B,5B,86
707033,train_2248,79,8750,1Fam,2,0,6,1923,870,3,GasA,Y,1235,0,2007,176701.379477979,8B,5B,84
707033,train_2404,59,3196,1Fam,2,0,6,1923,684,2,GasA,Y,1752,0,2008,185639.659728257,8B,5B,85
707033,train_2809,60,8978,1Fam,1,1,6,1923,1763,3,GasA,Y,1689,0,2010,241638.1722451,8B,5B,87
707033,train_8047,,11645,1Fam,2,0,7,1923,1202,3,GasA,Y,2630,0,2008,261657.532378675,8B,5B,85
707033,train_5174,80,4058,1Fam,2,1,11,1924,712,4,GasA,Y,1557,0,2009,162694.341699349,8B,5B,85
707033,train_5645,67,4426,1Fam,1,1,11,1924,925,3,GasA,Y,1144,0,2009,162350.874945062,8B,5B,85
707033,train_6539,88,13568,1Fam,2,1,6,1924,817,2,GasA,Y,1935,0,2007,260489.305790516,8B,5B,83
707033,test_768,80,8366,1Fam,2,0,6,1924,848,2,GasA,Y,2069,0,2009,,8B,5B,85
707033,test_1794,87,12803,1Fam,1,1,6,1924,825,4,GasA,Y,1908,0,2010,,8B,5B,86
707033,train_1584,70,9505,1Fam,1,1,5,1925,832,3,GasA,Y,1336,0,2006,170528.760071719,8B,5B,81
707033,train_3046,128,8450,Duplex,1,0,6,1925,1477,3,GasA,Y,2353,0,2010,220514.906444863,8B,5B,85
707033,train_8297,54,8125,1Fam,2,0,5,1925,912,0,GasA,Y,860,0,2010,147193.485626343,8B,5B,85
707033,test_3146,45,12456,1Fam,0,1,5,1925,1161,4,GasA,Y,1768,0,2007,,8B,5B,82
707033,test_3210,96,14803,TwnhsE,2,0,7,1925,1533,2,GasA,Y,1516,0,2009,,8B,5B,84
707033,train_4807,60,7200,1Fam,0,0,6,1926,1868,4,GasA,Y,1710,0,2010,221993.430595548,8B,5B,84
707033,train_6962,55,13693,1Fam,1,0,8,1926,880,2,GasA,Y,2062,0,2008,252264.635564969,8B,5B,82
707033,train_7905,93,12342,1Fam,2,1,8,1926,804,3,GasA,Y,2113,0,2008,240550.80648636,8B,5B,82
707033,test_2896,60,8500,TwnhsE,2,0,10,1926,689,2,GasA,Y,803,0,2006,,8B,5B,80
707033,test_4044,106,11478,1Fam,2,1,9,1926,756,3,GasA,N,1077,0,2010,,8B,5B,84
707033,train_2373,105,15578,1Fam,2,0,8,1927,689,3,GasA,Y,2392,0,2009,260211.238475805,8B,5B,82
707033,train_6400,65,6204,1Fam,2,0,9,1927,855,2,GasA,Y,1306,0,2010,165063.438333647,8B,5B,83
707033,train_127,70,12822,1Fam,2,0,9,1928,1021,4,GasA,Y,1718,0,2009,182050.196060749,8B,5B,81
707033,train_5341,49,9142,1Fam,2,1,8,1928,672,3,GasA,Y,1768,0,2009,161094.764714742,8B,5B,81
707033,train_9834,64,8200,1Fam,1,1,8,1928,720,3,GasA,Y,1710,0,2006,167886.570572859,8B,5B,78
707033,test_4517,86,21695,1Fam,2,0,6,1928,0,3,GasA,Y,1099,0,2007,,8B,5B,79
707033,test_3260,,6120,1Fam,2,1,5,1929,264,3,GasA,Y,1836,0,2009,,8B,5B,80
707033,train_294,50,8520,1Fam,2,0,7,1930,1337,2,GasA,Y,1419,0,2006,237649.371100335,8B,5B,76
707033,train_561,81,7200,1Fam,2,0,5,1930,637,3,GasA,Y,1432,0,2007,181804.941984551,8B,5B,77
707033,test_1713,,9317,1Fam,1,0,8,1930,928,3,GasA,Y,912,0,2010,,8B,5B,80
707033,test_2193,34,10410,1Fam,1,0,4,1930,1626,3,GasA,Y,1573,0,2007,,8B,5B,77
707033,test_2205,65,9084,1Fam,2,1,6,1930,742,2,GasA,Y,988,0,2008,,8B,5B,78
707033,test_2550,55,53227,1Fam,0,0,9,1930,1128,3,GasA,Y,1605,0,2007,,8B,5B,77
707033,train_3350,100,12640,1Fam,1,1,7,1931,776,4,GasA,Y,1375,0,2008,195759.021560394,8B,5B,77
707033,train_5696,80,9600,1Fam,1,1,4,1931,864,3,GasA,N,1829,0,2009,157112.678590417,8B,5B,78
707033,test_760,85,7420,1Fam,2,1,7,1931,1017,1,GasA,Y,2262,0,2009,,8B,5B,78
707033,train_2594,32,9600,1Fam,2,0,7,1932,1214,4,GasA,Y,1886,0,2008,200190.094726267,8B,5B,76
707033,train_2028,69,7795,1Fam,2,0,7,1934,1092,2,GasA,Y,2183,0,2008,221447.704707666,8B,5B,74
707033,train_8009,68,10896,1Fam,2,0,4,1934,1196,3,GasA,Y,1294,0,2008,160513.97562713,8B,5B,74
707033,train_9242,75,7060,1Fam,1,1,8,1934,1584,2,GasA,Y,1768,0,2007,230254.349685492,8B,5B,73
707033,test_1470,,9084,1Fam,1,0,7,1934,896,2,GasA,Y,2057,0,2010,,8B,5B,76
707033,train_461,70,1890,TwnhsE,1,1,6,1935,2217,6,GasA,Y,1414,0,2009,212386.907598213,8B,5B,74
707033,test_262,60,12046,Twnhs,2,1,8,1935,1210,2,GasA,Y,1302,0,2006,,8B,5B,71
707033,test_305,36,14145,1Fam,2,0,6,1935,1517,4,GasA,Y,1496,0,2010,,8B,5B,75
